0.0105,0.521,0.0124
0.011,0.527,0.0111
0.0114,0.513,0.00963
0.0118,0.514,0.0085
0.0123,0.535,0.00783
0.0128,0.553,0.00713
0.0133,0.533,0.00623
0.0139,0.538,0.00566
0.0144,0.548,0.0052
0.015,0.56,0.00474
0.0156,0.562,0.00435
0.0162,0.559,0.004
0.0168,0.543,0.00362
0.0175,0.42,0.00387
0.0182,0.191,0.00252
0.0189,0.103,0.00146
0.0197,0.0683,0.00103
0.0205,0.0465,0.000762
0.0213,0.0345,0.000601
0.0222,0.0245,0.000459
0.023,0.0186,0.000374
0.024,0.0142,0.000301
0.0249,0.0103,0.000236
0.0259,0.00847,0.000199
0.027,0.00597,0.000156
0.028,0.00472,0.00013
0.0291,0.00369,0.000107
0.0303,0.00295,9.02e-05
0.0315,0.00233,7.52e-05
0.0328,0.00171,6.05e-05
0.0341,0.00137,5.15e-05
0.0355,0.00102,3.26e-05
0.0369,0.000776,2.66e-05
0.0383,0.000727,2.44e-05
0.0399,0.00054,1.98e-05
0.0415,0.000463,1.74e-05
0.0431,0.000398,1.53e-05
0.0448,0.000346,1.35e-05
0.0466,0.000309,1.21e-05
0.0485,0.000272,1.07e-05
0.0504,0.000271,1.02e-05
0.0524,0.000248,9.29e-06
0.0545,0.000237,8.64e-06
0.0567,0.000236,8.27e-06
0.059,0.000244,8.07e-06
0.0613,0.000242,7.74e-06
0.0638,0.000226,7.19e-06
0.0663,0.000219,6.82e-06
0.069,0.000226,6.72e-06
0.0717,0.000204,6.09e-06
0.0746,0.000195,5.74e-06
0.0776,0.000182,5.28e-06
0.0807,0.000179,5.07e-06
0.0839,0.000174,4.81e-06
0.0872,0.000161,4.41e-06
0.0907,0.000152,4.09e-06
0.0943,0.000137,3.7e-06
0.0981,0.000132,3.53e-06
0.102,0.000135,3.5e-06
0.106,0.000141,3.55e-06
0.11,8.33e-05,2.38e-06
0.115,5.84e-05,1.85e-06
0.119,4.66e-05,1.58e-06
0.124,3.69e-05,1.36e-06
0.129,2.76e-05,1.12e-06
0.134,2.06e-05,9.24e-07
0.14,1.56e-05,7.69e-07
0.145,1.06e-05,6.06e-07
0.151,8.12e-06,5.17e-07
0.157,6.23e-06,4.41e-07
0.163,4.99e-06,3.87e-07
0.17,3.87e-06,3.36e-07
0.176,3.98e-06,3.42e-07
0.184,3.16e-06,3.03e-07
0.191,3.51e-06,3.23e-07
0.198,2.99e-06,3.04e-07
0.206,3.95e-06,3.71e-07
0.215,3.26e-06,3.59e-07
0.223,2.77e-06,3.54e-07
0.232,2.64e-06,3.74e-07
0.241,3.22e-06,4.45e-07
0.251,2.8e-06,4.4e-07
0.261,2.22e-06,4.2e-07
0.271,2e-06,4.23e-07
0.282,1.84e-06,4.3e-07
0.294,1.8e-06,4.39e-07
